@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute exclamation_marks numeric
@attribute question_marks numeric
@attribute dot_marks numeric
@attribute word_count numeric
@attribute happy_emoji numeric
@attribute angry_emoji numeric
@attribute dcs_list_score numeric
@attribute positive_list numeric
@attribute negative_list numeric
@attribute posemo_list numeric
@attribute negemo_list numeric
@data
negative,0,0,1,20,0,0,0.36,3,1,3,3
objective,0,0,3,8,0,0,0.88,0,0,0,0
positive,1,0,3,10,0,0,-0.17,1,0,1,1
negative,7,0,5,18,0,0,-1.56,1,1,1,1
positive,1,0,3,30,0,0,-1.71,2,1,1,1
negative,0,0,1,25,0,0,-0.70,1,1,0,0
positive,0,0,1,23,0,0,-0.42,4,1,2,2
positive,0,0,2,23,0,0,-0.93,2,0,3,3
positive,0,0,1,27,0,0,-2.50,0,3,0,0
positive,2,0,0,26,2,0,-0.74,2,0,2,2
negative,0,0,1,14,0,0,-0.41,1,0,0,0
positive,1,0,2,19,0,0,0.97,2,1,1,1
positive,4,0,1,26,0,0,-0.64,2,0,0,0
positive,0,0,0,1,0,0,0.00,0,0,0,0
negative,0,0,0,26,0,0,-2.23,2,1,1,1
positive,4,0,2,15,1,0,-1.33,2,2,0,0
negative,0,0,1,14,0,0,-1.53,1,1,0,0
negative,0,0,0,24,0,0,-2.47,2,2,1,1
negative,0,0,1,24,0,0,-1.29,0,0,0,0
positive,1,0,0,3,0,0,-0.33,0,0,0,0
positive,4,0,2,23,0,0,-0.16,2,0,3,3
neutral,0,0,6,16,0,0,-0.61,2,0,2,2
negative,0,0,4,28,0,0,-0.11,3,1,0,0
positive,0,0,1,9,0,0,0.21,0,1,1,1
objective,0,0,4,20,0,0,-0.69,3,0,1,1
negative,0,0,2,26,0,0,-1.10,3,3,2,2
positive,0,0,0,17,0,0,-1.37,1,0,1,1
negative,0,0,5,21,0,0,-1.00,3,1,1,1
negative,2,0,1,13,0,0,-0.95,1,0,0,0
positive,3,1,1,31,0,0,-1.75,1,0,1,1
neutral,0,0,4,27,0,0,-1.86,2,3,0,0
positive,5,0,0,1,0,0,0.00,0,0,0,0
negative,0,0,1,13,0,0,1.42,1,1,1,1
objective,0,0,0,16,0,0,-1.98,0,0,0,0
neutral,0,0,3,22,0,0,-1.89,0,0,0,0
objective,1,1,2,42,0,0,-2.60,3,1,2,2
negative,0,0,0,25,0,0,-2.00,0,0,3,3
objective,1,0,0,27,0,0,-1.96,0,0,0,0
positive,1,0,1,23,0,0,-1.19,1,2,0,0
neutral,0,0,4,12,0,0,-0.55,1,0,1,1
positive,1,0,2,23,0,0,0.36,1,3,0,0
neutral,0,0,6,24,0,0,-0.01,4,5,0,0
positive,4,0,1,24,0,0,-0.68,2,2,1,1
objective,0,0,1,20,0,0,0.68,1,0,1,1
positive,0,0,2,14,0,0,-0.33,3,1,1,1
positive,0,0,0,4,1,0,0.33,1,0,1,1
positive,0,0,0,9,0,0,0.29,1,0,1,1
positive,1,0,5,26,0,0,-0.49,1,0,0,0
positive,0,0,0,27,0,0,-2.22,1,2,2,2
positive,2,0,1,13,0,0,0.02,2,1,2,2
positive,0,0,5,25,0,0,-0.28,4,3,2,2
negative,0,0,3,24,0,0,-1.95,1,2,0,0
negative,0,0,3,25,0,0,-0.72,0,1,0,0
negative,2,0,0,30,0,0,-1.96,4,2,1,1
positive,1,0,1,28,0,0,-2.84,2,1,0,0
objective,0,0,4,23,0,0,-1.27,0,2,0,0
objective,0,0,1,29,0,0,-3.97,1,0,2,2
neutral,0,0,2,11,0,0,-1.34,0,0,0,0
positive,0,0,0,22,1,0,-1.38,3,2,3,3
objective,0,0,1,24,0,0,-1.08,1,1,0,0
negative,0,0,0,18,0,0,-0.69,2,0,1,1
positive,0,0,4,16,0,0,0.53,4,1,3,3
neutral,0,0,0,18,0,0,-0.60,0,1,0,0
objective,1,0,6,16,0,0,-2.24,0,1,0,0
objective,0,0,7,18,0,0,-0.70,1,0,1,1
objective,0,0,5,27,0,0,-0.80,0,1,1,1
positive,2,0,2,26,0,0,-1.34,2,0,2,2
positive,0,0,0,11,0,0,-0.36,1,1,0,0
neutral,0,0,2,14,0,0,-0.98,0,2,0,0
positive,0,0,0,25,0,0,-3.13,0,0,1,1
neutral,0,0,3,12,0,0,0.33,0,0,0,0
positive,1,0,0,17,0,0,-0.07,1,1,3,3
positive,0,2,1,27,0,0,0.33,2,2,2,2
negative,0,0,0,27,0,0,-1.57,1,0,0,0
positive,0,0,3,28,0,0,-1.78,3,3,2,2
positive,0,0,0,20,0,0,0.96,3,1,3,3
positive,0,0,1,16,0,0,-0.65,1,0,1,1
negative,0,2,0,13,0,0,-0.34,2,0,0,0
negative,0,1,1,26,0,0,-1.71,2,1,0,0
negative,0,0,2,26,0,0,-2.20,0,5,2,2
positive,0,0,4,16,1,0,0.02,4,1,1,1
positive,0,0,6,26,0,0,0.29,4,0,4,4
objective,0,0,0,22,0,0,-1.52,1,0,0,0
neutral,0,0,4,21,0,0,-0.32,3,0,0,0
negative,0,0,2,24,0,0,-2.70,0,1,0,0
negative,0,0,0,24,0,0,-0.34,0,0,0,0
neutral,0,0,0,30,1,0,-3.27,1,2,0,0
positive,1,1,4,29,1,0,-1.34,3,0,2,2
positive,0,0,4,26,0,0,1.70,2,1,1,1
objective,0,1,4,25,0,0,-0.92,1,0,0,0
positive,0,1,0,24,0,0,0.14,0,1,0,0
objective,0,0,1,23,0,0,0.23,2,0,0,0
negative,0,0,1,9,0,0,-0.30,1,1,1,1
negative,0,0,1,20,0,0,-0.53,2,2,1,1
objective,0,1,0,20,0,0,-1.74,0,2,2,2
positive,0,0,0,6,1,0,0.61,0,0,0,0
positive,0,0,1,23,0,0,0.28,0,1,0,0
positive,0,0,0,24,0,0,0.23,1,0,2,2
positive,0,0,4,23,0,0,-0.95,3,4,2,2
negative,0,1,0,17,0,0,-0.86,0,0,0,0
negative,1,0,0,15,0,0,-0.38,0,0,1,1
positive,0,0,0,14,0,0,-1.11,1,2,1,1
negative,0,0,3,26,0,0,-0.02,3,6,0,0
negative,0,0,3,23,0,0,-0.80,0,0,0,0
negative,0,0,2,9,1,0,-0.33,0,0,0,0
positive,0,0,0,15,0,0,-0.30,1,0,1,1
negative,0,0,5,25,0,0,-0.29,1,1,0,0
positive,0,0,3,32,0,0,-1.22,2,1,0,0
positive,1,0,1,18,1,0,0.80,2,0,3,3
positive,0,0,0,23,0,0,-0.03,1,1,1,1
positive,0,0,0,14,0,0,0.32,1,0,0,0
negative,0,1,2,26,0,0,-0.91,2,2,0,0
positive,1,0,0,25,1,0,-2.79,1,4,2,2
positive,1,0,4,19,0,0,-0.45,3,0,2,2
positive,0,0,2,13,1,0,-0.05,2,1,2,2
objective,0,0,3,25,0,0,-0.73,0,0,1,1
negative,0,0,1,21,0,0,0.07,1,0,1,1
neutral,0,0,1,15,0,0,-1.00,0,0,0,0
positive,4,0,1,19,0,0,0.02,2,1,3,3
negative,0,0,0,19,0,0,0.02,0,0,0,0
neutral,0,0,0,23,0,0,0.20,1,1,1,1
positive,4,0,0,18,1,0,-0.46,2,0,1,1
neutral,0,0,0,16,0,0,-0.44,2,0,0,0
neutral,1,2,3,29,0,0,-0.95,1,1,0,0
positive,0,0,1,22,0,0,-1.67,1,0,0,0
negative,0,0,4,27,0,0,-0.61,1,0,3,3
positive,0,0,2,17,0,0,-0.95,0,1,2,2
positive,0,0,4,19,0,0,0.30,0,1,1,1
negative,0,0,3,21,0,0,-0.90,0,1,0,0
negative,0,0,2,16,0,0,-1.00,1,1,1,1
objective,0,0,1,22,0,0,-1.24,0,2,0,0
positive,2,2,0,21,0,0,-0.62,3,0,2,2
positive,2,0,2,20,0,0,-2.34,0,0,0,0
neutral,0,0,0,11,0,0,-0.98,0,0,0,0
negative,0,0,0,18,0,0,-1.84,0,2,0,0
positive,2,0,2,23,0,0,0.23,1,0,1,1
positive,3,0,1,22,1,0,-0.76,2,2,2,2
positive,0,0,0,13,0,0,0.47,1,1,1,1
positive,2,0,0,21,1,0,-0.53,2,0,2,2
positive,0,0,1,12,1,0,0.08,1,0,1,1
negative,0,1,0,25,0,0,-2.40,1,3,1,1
positive,0,1,0,21,0,0,-0.20,4,6,0,0
positive,2,0,2,21,0,0,0.13,3,0,3,3
objective,3,0,3,17,0,0,-1.28,1,0,0,0
objective,0,0,0,17,0,0,-0.10,4,2,1,1
positive,7,0,0,26,0,0,-0.53,1,0,2,2
objective,0,0,3,14,0,0,1.38,1,0,1,1
negative,0,0,0,12,0,0,0.30,1,1,0,0
positive,1,0,0,24,0,0,-2.32,2,2,2,2
positive,3,0,0,25,0,0,-1.33,1,2,0,0
positive,0,0,2,16,0,0,-0.95,0,1,0,0
positive,1,0,3,23,0,0,-1.58,3,1,3,3
negative,0,0,2,21,0,0,-2.56,2,1,1,1
negative,0,0,2,28,0,0,-1.01,0,0,0,0
positive,0,0,0,16,0,0,-0.38,1,0,1,1
positive,0,0,2,22,0,0,-0.63,1,2,1,1
positive,0,0,5,25,0,0,-0.87,0,3,0,0
negative,2,0,0,29,1,0,-0.17,3,1,3,3
negative,0,0,7,28,0,0,-1.35,1,2,1,1
neutral,0,0,0,16,0,0,0.07,1,0,0,0
neutral,0,0,4,28,0,0,-1.80,3,3,0,0
negative,0,0,3,28,0,0,-1.33,1,1,1,1
negative,0,0,1,26,0,0,-1.09,1,1,2,2
negative,0,0,0,3,0,0,0.33,0,0,0,0
positive,0,0,3,30,0,0,-2.63,1,0,1,1
negative,1,0,3,24,0,0,-1.39,2,4,2,2
positive,1,0,0,15,0,0,-0.61,1,0,1,1
positive,0,2,2,23,0,0,2.10,2,2,2,2
positive,1,0,0,11,1,0,-0.67,2,0,0,0
positive,0,1,3,25,0,0,-2.51,4,2,1,1
neutral,0,0,1,10,0,0,-0.89,1,1,0,0
negative,0,0,3,28,0,0,-0.19,2,0,1,1
negative,0,0,1,25,0,0,-3.19,2,1,0,0
neutral,1,0,4,28,0,0,-0.73,0,3,3,3
negative,0,0,3,30,0,0,-2.08,4,0,1,1
positive,0,0,2,14,0,0,-0.34,3,0,2,2
positive,0,0,1,13,1,0,-0.92,1,1,0,0
objective,0,0,0,23,0,0,-1.97,0,1,0,0
neutral,0,0,5,20,0,0,-2.14,0,0,0,0
positive,2,1,4,27,0,0,-0.51,2,1,2,2
positive,1,0,0,21,0,0,-0.08,2,0,3,3
positive,0,0,2,20,0,0,-0.79,2,0,2,2
positive,2,0,0,20,0,0,-1.67,0,1,0,0
neutral,1,0,3,19,0,0,-1.20,0,0,0,0
negative,0,0,2,29,0,0,0.59,1,1,1,1
neutral,0,0,4,21,0,0,-1.92,1,1,0,0
positive,2,0,1,23,0,0,0.16,0,0,0,0
objective,0,0,1,10,0,0,-1.31,0,0,0,0
negative,0,0,1,15,0,0,0.36,0,1,0,0
negative,0,0,3,27,0,0,-1.94,1,1,0,0
negative,0,1,0,25,0,0,-3.51,2,4,1,1
neutral,0,0,2,18,0,0,0.69,2,0,1,1
positive,1,0,0,17,0,0,-0.39,4,0,2,2
positive,0,0,0,17,2,0,-0.36,2,2,1,1
positive,2,0,1,17,0,0,-1.32,1,0,0,0
neutral,0,0,4,26,0,0,-2.85,2,2,1,1
positive,1,0,1,9,0,0,-0.33,0,0,0,0
neutral,0,2,2,25,0,0,0.01,0,0,0,0
positive,3,0,0,12,0,0,-0.04,0,0,1,1
neutral,0,0,8,16,0,0,0.39,1,1,0,0
objective,0,0,0,7,0,0,0.60,0,0,0,0
negative,0,0,2,20,0,0,-1.54,0,0,0,0
positive,0,0,11,19,0,0,0.67,4,0,3,3
positive,0,1,0,22,0,0,-0.94,3,2,1,1
negative,0,0,2,24,0,0,-1.45,2,0,1,1
objective,0,0,1,25,0,0,-0.80,1,2,0,0
positive,1,0,0,21,0,0,-0.29,1,0,1,1
positive,1,0,0,9,0,0,-0.33,1,0,0,0
positive,2,1,2,29,1,0,-1.20,2,0,1,1
positive,0,1,4,26,0,0,-1.77,3,0,2,2
negative,0,0,1,18,0,0,-1.18,0,1,1,1
negative,0,0,1,6,0,0,-1.18,0,1,0,0
neutral,1,0,0,23,0,0,-1.07,1,1,0,0
neutral,0,0,2,23,0,0,-2.08,1,0,1,1
positive,0,0,3,18,0,0,-1.22,1,0,0,0
positive,0,2,3,38,0,0,-0.17,2,0,1,1
objective,0,1,1,19,0,0,-1.47,0,0,0,0
positive,0,0,0,17,1,0,-0.60,3,1,1,1
positive,0,2,1,17,0,0,-1.41,2,0,1,1
objective,0,2,2,33,0,0,-0.27,3,2,0,0
positive,1,0,4,22,0,0,-0.06,1,4,2,2
positive,1,0,1,13,1,0,-0.84,2,0,4,4
negative,0,0,3,21,0,0,-1.58,0,1,0,0
neutral,0,0,1,24,0,0,-1.23,0,1,0,0
neutral,0,0,1,23,0,0,-1.09,0,0,0,0
negative,0,0,3,19,0,0,0.23,0,0,0,0
neutral,0,0,4,23,0,0,-0.90,2,0,1,1
negative,0,0,1,13,0,0,0.77,1,1,0,0
objective,0,0,0,20,1,0,-0.60,5,2,2,2
negative,0,1,2,18,0,0,-1.41,1,2,1,1
objective,0,1,0,15,0,0,-0.04,0,1,0,0
positive,0,0,2,19,0,0,-0.57,2,1,0,0
neutral,0,0,5,26,0,0,-1.68,0,1,0,0
positive,1,0,0,21,1,0,0.39,2,0,1,1
positive,3,0,2,25,0,0,-1.25,0,1,0,0
positive,0,0,0,22,0,0,-0.57,1,0,1,1
negative,0,1,2,18,0,0,-0.98,1,3,1,1
positive,0,3,1,12,0,0,0.32,1,0,1,1
positive,1,0,0,17,1,0,-0.53,1,0,2,2
neutral,0,0,1,20,0,0,-1.44,1,1,0,0
positive,0,1,3,11,0,0,-0.33,1,0,1,1
positive,0,0,4,25,0,0,-0.97,4,1,4,4
positive,0,0,1,21,0,0,-1.65,2,1,1,1
positive,2,0,0,18,1,0,-0.91,3,0,1,1
objective,0,2,2,21,0,0,-2.16,2,1,0,0
objective,0,0,2,26,0,0,-1.69,2,2,1,1
positive,0,1,1,19,0,0,-0.13,1,0,1,1
negative,0,0,1,19,0,0,-1.46,0,1,0,0
positive,0,0,5,27,0,0,-0.81,3,2,2,2
positive,0,0,2,7,0,0,0.25,1,0,1,1
positive,1,0,0,23,0,0,-0.33,2,1,1,1
negative,1,0,1,24,0,0,-0.24,2,1,1,1
neutral,0,0,0,23,0,0,-1.21,1,1,0,0
objective,0,0,2,21,0,0,-0.37,1,0,1,1
objective,0,0,0,32,0,0,-3.59,1,0,2,2
positive,0,0,0,26,0,0,-2.74,3,3,2,2
positive,3,0,0,4,0,0,-0.56,0,0,0,0
neutral,0,0,0,13,2,0,-0.01,0,0,0,0
positive,0,0,3,24,0,0,-0.71,2,1,2,2
neutral,1,0,2,17,0,0,-1.37,1,1,0,0
neutral,0,0,0,10,0,0,0.96,0,1,0,0
neutral,1,0,2,26,0,0,-1.76,1,0,2,2
objective,0,0,4,25,0,0,-2.15,0,1,0,0
negative,0,1,2,23,0,0,-0.42,3,2,1,1
positive,0,1,0,5,0,0,0.00,1,0,0,0
negative,0,0,4,25,0,0,-0.97,1,1,0,0
positive,1,1,0,11,0,0,0.59,1,0,0,0
positive,0,2,0,11,0,0,-0.59,0,0,1,1
positive,0,0,0,20,1,0,-1.88,2,2,1,1
neutral,4,0,3,17,0,0,-1.15,0,0,0,0
positive,1,0,2,26,0,0,-0.64,3,0,2,2
positive,0,0,4,23,0,0,0.79,2,0,4,4
negative,0,0,3,26,0,0,-1.22,2,1,1,1
positive,2,0,1,27,0,0,-1.00,2,3,2,2
positive,2,0,0,12,1,0,-0.34,1,1,0,0
negative,0,3,0,11,0,0,0.33,0,0,0,0
positive,2,0,0,15,0,0,0.30,2,0,1,1
objective,0,0,2,22,0,0,-0.86,1,0,1,1
negative,0,0,2,30,0,0,-0.63,3,0,0,0
positive,0,0,0,12,0,0,0.66,3,0,3,3
positive,2,0,0,6,0,0,-0.30,0,0,0,0
negative,0,0,1,25,0,0,-0.51,1,1,0,0
neutral,0,1,0,5,0,0,0.00,1,0,0,0
positive,0,1,1,18,0,0,1.88,4,0,4,4
positive,5,0,2,10,0,0,-0.66,0,1,0,0
negative,0,0,2,25,0,0,-2.52,2,5,0,0
positive,0,0,2,19,0,0,-0.99,1,0,1,1
objective,0,0,1,12,0,0,-0.99,1,0,0,0
neutral,0,0,0,20,0,0,-0.82,0,0,0,0
neutral,0,0,1,17,0,0,-0.16,2,1,1,1
negative,0,0,0,13,0,0,-0.93,1,2,0,0
positive,1,0,4,25,0,0,-0.75,1,0,1,1
positive,0,0,5,24,0,0,-0.37,3,2,4,4
objective,0,1,7,27,0,0,-0.29,3,0,2,2
positive,1,0,0,9,0,0,-0.06,2,0,3,3
positive,0,0,5,14,0,0,1.05,1,1,1,1
positive,0,0,0,17,0,0,-0.94,0,0,0,0
neutral,0,0,1,14,0,0,0.80,2,1,1,1
positive,0,0,2,17,0,0,-1.03,1,1,1,1
objective,1,0,2,25,0,0,-1.43,0,2,0,0
negative,3,0,4,26,0,0,-0.94,0,2,0,0
positive,0,0,5,30,0,0,-0.65,4,2,2,2
neutral,0,0,1,9,0,0,0.00,1,0,0,0
objective,0,0,3,19,0,0,-0.30,3,3,0,0
neutral,0,1,1,22,0,0,-0.37,0,0,0,0
neutral,0,0,2,26,0,0,-1.91,3,1,1,1
negative,0,0,0,10,0,0,0.46,3,0,2,2
negative,0,1,1,19,0,0,-2.01,0,1,0,0
objective,0,0,0,15,0,0,-1.17,0,0,0,0
positive,0,0,0,3,0,0,0.00,0,0,1,1
objective,1,0,0,31,0,0,-1.97,4,3,0,0
objective,0,0,5,27,0,0,-1.87,4,4,0,0
negative,0,0,0,25,1,0,-0.28,1,5,0,0
objective,0,0,0,18,0,0,-1.82,0,0,0,0
objective,0,0,1,19,0,0,-0.78,1,0,0,0
negative,3,1,1,29,0,0,-2.50,0,1,0,0
negative,2,0,3,22,0,0,-1.68,3,0,3,3
positive,0,0,9,24,0,0,-0.70,2,2,1,1
positive,0,0,3,23,0,0,-1.31,3,2,1,1
positive,1,0,3,15,0,0,-0.94,1,0,0,0
neutral,0,0,3,11,0,0,-0.39,1,0,1,1
objective,0,0,2,15,0,0,-1.71,0,0,0,0
positive,0,0,6,25,0,0,-0.74,1,0,2,2
positive,1,0,4,24,0,0,0.45,4,0,3,3
negative,0,1,1,13,0,0,1.00,1,1,1,1
positive,1,0,1,32,0,0,0.25,2,0,3,3
positive,0,0,3,15,0,0,-0.93,1,0,1,1
positive,0,0,1,27,0,0,-2.94,2,0,2,2
positive,1,1,0,14,1,0,0.03,1,0,0,0
negative,0,0,2,28,0,0,-2.57,0,0,0,0
neutral,0,0,1,23,0,0,-0.15,1,0,0,0
negative,0,0,8,18,0,0,0.12,1,1,1,1
positive,0,0,0,16,0,0,-1.39,1,0,1,1
objective,0,1,3,35,0,0,-2.11,1,2,0,0
objective,1,0,0,8,0,0,-0.33,0,0,0,0
negative,0,0,4,24,0,0,-2.75,2,0,2,2
positive,1,0,4,23,0,0,1.11,4,1,1,1
negative,0,0,1,8,0,0,-0.58,0,0,0,0
objective,0,1,2,27,0,0,-2.49,1,0,1,1
positive,0,0,3,24,0,0,-2.33,2,2,1,1
negative,0,0,4,16,0,0,-0.96,2,0,2,2
positive,1,0,1,19,0,0,-0.63,2,1,1,1
positive,3,0,3,25,1,0,0.35,2,0,2,2
neutral,1,0,0,13,0,0,-0.40,0,0,0,0
positive,0,0,1,18,0,0,-0.29,1,0,0,0
neutral,0,1,0,25,0,0,0.27,1,0,0,0
positive,1,0,3,27,0,0,-0.68,1,2,2,2
positive,0,1,0,21,0,0,-1.56,1,0,2,2
objective,0,0,1,10,0,0,-0.70,2,0,0,0
positive,0,0,5,23,0,0,-0.94,1,0,1,1
objective,0,0,3,19,0,0,-1.35,0,0,0,0
objective,0,0,2,23,1,0,0.44,1,2,0,0
positive,0,0,1,18,1,0,-0.42,2,1,1,1
positive,0,0,2,21,0,0,0.33,2,1,0,0
positive,2,0,1,24,0,0,-0.92,1,0,2,2
objective,0,0,4,26,0,0,0.13,2,1,0,0
positive,5,0,0,16,0,0,0.75,3,1,2,2
positive,6,0,0,23,1,0,0.29,1,1,2,2
neutral,1,1,0,24,0,0,-0.76,2,1,1,1
neutral,1,0,0,11,0,0,0.31,1,1,1,1
negative,0,0,5,24,0,0,1.30,1,1,1,1
negative,0,0,4,21,0,0,-0.39,0,2,1,1
positive,0,0,0,10,1,0,-1.00,0,0,0,0
neutral,0,0,2,5,0,0,-0.33,0,0,0,0
positive,0,1,0,23,0,0,-1.30,1,0,2,2
objective,0,1,0,15,0,0,-2.21,2,1,0,0
positive,0,0,1,19,0,0,-0.86,1,0,2,2
objective,0,0,4,21,0,0,0.03,1,1,0,0
positive,0,0,2,20,0,0,0.16,1,1,1,1
objective,0,0,2,20,0,0,-0.92,2,2,0,0
positive,0,0,2,15,0,0,-0.48,1,1,0,0
positive,1,0,1,7,0,0,-0.33,1,0,0,0
positive,0,0,0,17,0,0,-1.39,1,0,1,1
positive,0,0,2,26,0,0,1.14,0,0,0,0
objective,3,0,0,23,0,0,-1.50,1,0,1,1
neutral,0,0,4,29,0,0,-0.80,1,0,0,0
neutral,0,0,4,26,1,0,-2.32,0,1,0,0
negative,0,0,2,21,0,0,-0.63,1,0,1,1
negative,0,0,0,24,0,0,-1.43,1,1,1,1
objective,1,0,0,23,1,0,-0.46,1,0,0,0
positive,0,0,5,17,0,0,0.95,1,0,1,1
positive,0,0,1,17,0,0,-1.81,0,0,1,1
negative,0,0,1,16,0,0,-1.94,1,1,0,0
objective,0,0,4,20,0,0,-0.50,2,2,0,0
neutral,0,0,0,18,0,0,-1.06,1,1,0,0
positive,2,0,0,22,0,0,-0.01,1,0,1,1
negative,0,1,0,3,1,0,0.00,0,0,0,0
negative,1,0,5,21,0,0,-1.13,0,1,0,0
positive,0,0,2,25,0,0,-0.96,2,0,1,1
positive,3,0,2,24,0,0,-0.32,0,2,1,1
positive,0,0,1,20,1,0,0.40,2,2,2,2
positive,0,0,0,7,0,0,-0.29,1,0,1,1
neutral,0,1,0,15,0,0,-0.92,1,0,0,0
neutral,0,0,2,31,0,0,0.15,0,0,0,0
positive,1,0,0,20,0,0,-1.48,0,2,2,2
positive,1,0,4,23,0,0,-0.93,6,2,5,5
positive,0,0,1,13,0,0,-0.00,1,0,1,1
positive,6,0,0,18,0,0,-0.91,4,3,2,2
positive,0,0,0,13,0,0,-0.03,2,0,2,2
objective,0,0,4,25,0,0,-1.55,0,0,0,0
negative,0,0,3,31,0,0,-0.24,4,3,0,0
positive,2,0,1,22,0,0,-1.05,1,0,1,1
positive,0,0,0,28,0,0,1.81,3,0,3,3
neutral,0,0,0,8,0,0,-1.22,2,0,0,0
negative,1,0,0,25,0,0,-1.98,0,0,1,1
positive,0,0,1,20,0,0,-0.41,2,1,1,1
positive,0,0,4,30,0,0,-3.17,2,2,1,1
neutral,0,0,0,15,0,0,-1.95,0,2,0,0
positive,0,2,1,8,0,0,1.04,0,0,0,0
objective,1,0,1,10,0,0,-0.32,0,0,0,0
neutral,0,0,0,23,0,0,-1.59,4,2,1,1
positive,0,0,2,24,0,0,-1.19,0,0,0,0
objective,1,0,0,27,0,0,-1.67,1,1,0,0
positive,1,0,3,21,0,0,-2.40,1,0,1,1
positive,1,0,6,20,0,0,-1.36,2,0,3,3
positive,2,0,6,16,0,0,0.68,2,0,2,2
neutral,0,0,0,8,0,0,-0.63,0,1,0,0
positive,1,0,1,24,0,0,-1.77,1,0,1,1
objective,1,0,1,25,0,0,-1.70,1,0,0,0
positive,0,0,2,12,0,0,-2.15,2,0,1,1
positive,4,0,0,26,0,0,-0.43,1,1,1,1
positive,0,0,2,13,0,0,-0.41,0,0,0,0
neutral,0,0,2,22,0,0,-1.64,2,1,0,0
objective,0,1,3,28,0,0,-2.70,0,0,2,2
positive,2,1,0,17,0,0,-0.44,1,0,1,1
positive,0,0,1,23,0,0,0.70,2,0,0,0
negative,0,0,0,11,0,0,-0.33,0,0,0,0
positive,0,0,2,26,0,0,-1.97,2,0,2,2
objective,2,0,0,22,0,0,-1.18,0,1,0,0
positive,0,0,4,24,0,0,-0.42,0,0,2,2
neutral,1,0,4,27,0,0,-0.38,2,3,1,1
positive,0,1,3,23,0,0,0.08,3,1,1,1
positive,0,0,6,11,0,0,-0.24,1,0,0,0
neutral,0,0,1,27,0,0,-1.28,2,1,0,0
neutral,0,0,1,27,0,0,-2.07,3,2,1,1
positive,2,0,1,11,0,0,0.27,0,0,1,1
positive,2,0,2,24,0,0,-1.46,2,1,2,2
positive,0,0,0,20,0,0,-0.76,2,1,0,0
negative,0,1,0,14,0,0,-1.42,0,1,0,0
neutral,0,0,2,18,0,0,-0.82,1,0,0,0
positive,0,0,2,16,0,0,-0.28,2,0,3,3
negative,0,0,2,19,0,0,-1.87,3,0,1,1
negative,1,1,1,23,0,0,1.05,4,1,2,2
neutral,1,0,4,24,0,0,-0.13,0,0,0,0
neutral,0,0,1,21,0,0,0.12,1,1,1,1
positive,0,0,0,11,0,0,-0.95,2,0,1,1
neutral,0,0,1,24,0,0,0.33,1,0,0,0
positive,2,5,1,17,0,0,0.11,1,0,1,1
objective,0,0,4,23,0,0,-1.32,1,0,0,0
neutral,0,0,2,21,0,0,0.01,1,1,1,1
neutral,0,0,2,15,0,0,-0.97,0,1,1,1
negative,0,1,0,23,0,0,-1.24,2,0,0,0
positive,0,0,1,16,0,0,-0.34,2,0,2,2
positive,2,0,1,26,0,0,0.29,2,1,2,2
neutral,0,0,1,21,0,0,-0.77,2,1,0,0
neutral,0,0,0,21,0,0,-1.28,1,1,1,1
neutral,1,0,0,27,0,0,-2.49,1,1,1,1
positive,0,0,2,18,0,0,-1.35,2,0,3,3
positive,0,0,1,26,0,0,0.18,3,0,3,3
neutral,0,0,7,24,0,0,-0.96,1,3,0,0
negative,0,0,2,25,0,0,-1.24,2,2,0,0
positive,0,0,0,2,0,0,0.00,0,0,0,0
positive,4,0,0,9,0,0,-0.02,1,0,0,0
neutral,0,0,2,41,0,0,-0.46,1,1,0,0
positive,0,1,2,24,0,0,-0.20,3,2,1,1
neutral,0,0,4,24,0,0,-1.45,0,1,0,0
neutral,0,0,6,23,0,0,-1.00,2,0,0,0
positive,1,1,1,23,1,0,-1.72,0,1,2,2
negative,0,0,0,16,0,0,0.35,1,0,1,1
positive,0,0,2,12,0,0,-0.29,3,1,1,1
negative,0,0,0,17,0,0,-0.74,1,2,0,0
positive,0,0,6,25,0,0,1.28,2,2,1,1
negative,4,0,1,24,0,0,-1.90,1,0,0,0
neutral,0,0,4,21,0,0,-1.02,1,4,2,2
negative,4,0,0,33,0,0,-0.73,6,3,3,3
negative,0,0,1,23,0,0,-0.58,0,2,0,0
positive,0,0,0,19,0,0,-0.14,4,0,2,2
neutral,0,1,0,12,0,0,-0.99,1,0,0,0
positive,0,0,0,16,1,0,0.39,0,0,0,0
objective,1,0,0,18,0,0,-0.65,0,0,0,0
objective,0,1,0,19,0,0,-1.34,2,0,2,2
neutral,0,0,0,8,0,0,0.33,0,0,0,0
positive,2,0,1,25,0,0,-0.67,1,0,0,0
positive,1,0,4,22,0,0,-1.28,1,1,4,4
positive,3,0,0,24,0,0,-1.36,1,2,0,0
positive,1,0,1,22,0,0,-2.00,2,1,0,0
positive,0,0,0,25,0,0,-1.34,3,1,2,2
positive,0,0,1,24,0,0,-0.01,1,1,2,2
neutral,0,1,0,26,0,0,-0.87,1,0,1,1
negative,0,0,0,29,0,0,-2.53,1,3,0,0
positive,0,0,0,13,0,0,1.12,2,0,2,2
neutral,0,0,2,19,0,0,0.09,0,0,0,0
objective,0,0,1,20,0,0,-1.45,0,1,0,0
negative,0,0,2,14,0,0,-1.00,3,2,0,0
